"familr" "sexer" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq" "itavcq" "CARVP"
"459614" 0 0 107 27 0.693147180559945 1.38629436111989 0 0 0 0 0 1 1466 1.38629436111989 3.09104245335832 2.39789527279837 0 0 0 0 0 0 0 0 0 0 1 3.93182563272433 0 0 "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O1" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"460258" 0 0 97 24 0 1.09861228866811 10.7579241570616 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 10.7579241570616 0 0 0 0 10.7579241570616 0 0 "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T2" "D0" "B0" "J0" "I1" "Cnon"
"460756" 1 1 88 40 1.09861228866811 3.46573590279973 12.2150125650996 1.09861228866811 8.14380797677148 8.14380797677148 0 1 4582 2.89037175789616 2.63905732961526 4.45434729625351 9.92822894442457 0 0 0 2 0 0 2 12.2150125650996 34 0 12.2416810729975 4.72738781871234 0 "Sfem" "Fcou" "Pemp" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "A1" "R1" "Q1" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Cnon"
"463683" 1 0 59 40 0 0 5.97380961186926 0 0 0 0 1 44 0 5.80211837537706 0 0 0 0 0 1 0 0 1 5.97380961186926 0 1 6.07764224334903 0 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M0" "T1" "D2" "B0" "J0" "I0" "Cnon"
"463938" 1 0 56 46 0 2.484906649788 5.2257466737132 2.63905732961526 10.8270319131216 9.67501733971619 10.4472642764418 1 -9113 2.484906649788 2.70805020110221 3.43398720448515 11.3941531901781 0 0 0 2 1 0 1 5.2257466737132 10 0 5.2257466737132 0 4.47733681447821 "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R0" "Q0" "O0" "M1" "T1" "D1" "B1" "J2" "I0" "Cnon"
"507157" 1 1 337 55 0 2.63905732961526 0 0 0 0 0 1 3396 2.63905732961526 2.70805020110221 3.36729582998647 10.5453677541517 0 0 0 0 0 0 0 0 13 0 8.77801780969814 0 3.52636052461616 "Sfem" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q1" "O0" "M1" "T0" "D1" "B1" "J2" "I0" "Cnon"
"518795" 1 1 19 39 0.693147180559945 2.07944154167984 0 0 0 0 0 1 94798 2.07944154167984 2.70805020110221 3.87120101090789 0 0 2 12.297571024188 0 0 0 0 0 23 0 12.639736407997 12.3219293826198 0 "Sfem" "Fcou" "Psan" "K0" "V1" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R0" "Q2" "O1" "M1" "T0" "D1" "B2" "J0" "I2" "Cnon"
"519058" 1 0 128 27 0 0 0 0 0 0 0 1 388 0 5.25749537202778 0 0 0 0 0 0 0 0 0 0 0 1 5.96100533962327 0 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"521405" 1 0 57 54 1.6094379124341 1.6094379124341 0 0 0 0 0 1 289 1.6094379124341 3.13549421592915 2.56494935746154 0 0 0 0 0 0 0 0 0 0 1 2.19722457733622 0 2.70805020110221 "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A2" "R0" "Q0" "O2" "M0" "T0" "D2" "B0" "J1" "I0" "Cnon"
"521569" 0 1 54 35 0 2.39789527279837 9.23298210245701 0 0 0 0 1 3743 2.39789527279837 2.63905732961526 3.93182563272433 9.54688403461792 0 0 0 2 0 0 2 9.23298210245701 0 0 9.65278008287571 0 0 "Sfem" "Fseu" "Pcad" "K0" "V0" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R0" "Q1" "O0" "M1" "T1" "D0" "B2" "J0" "I1" "Cnon"
"521575" 1 0 89 59 0 2.63905732961526 12.2749361753195 0 0 0 0 1 4084 2.63905732961526 2.63905732961526 3.55534806148941 0 0 1 10.0163250457995 2 1 12.1322000302932 1 10.2576944533605 0 0 12.4250595700281 10.1819144274736 0 "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "J0" "I2" "Cnon"
"543326" 1 0 270 55 1.38629436111989 2.56494935746154 10.4828219306233 2.56494935746154 10.9892003324646 0 10.9892003324646 1 2814 2.56494935746154 2.63905732961526 3.3322045101752 10.3735224312936 0 0 0 2 1 10.4801851829526 1 4.55387689160054 0 0 10.4884925744764 0 1.79175946922805 "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R2" "Q1" "O2" "M1" "T2" "D0" "B1" "J1" "I1" "Cnon"
"543411" 1 0 269 52 1.38629436111989 2.63905732961526 0 3.46573590279973 12.5581334607306 4.70048036579242 0 1 556 2.63905732961526 2.63905732961526 2.89037175789616 0 12.5577501229086 0 0 1 1 0 0 0 1 0 0 0 3.66356164612965 "Shom" "Fcou" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A2" "R2" "Q0" "O2" "M1" "T0" "D0" "B1" "J2" "I0" "Cnon"
"544398" 1 0 257 62 0 2.70805020110221 7.84815308619953 0 0 0 0 1 7588 2.70805020110221 2.63905732961526 2.99573227355399 9.21044036697652 0 0 0 2 1 7.74022952476318 1 5.57215403217776 0 1 9.50420330350305 0 0 "Shom" "Fcou" "Pcad" "K0" "V0" "U2" "X1" "Y1" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q1" "O0" "M1" "T1" "D0" "B1" "J0" "I1" "Cnon"
"547562" 1 1 217 59 0 0 8.36450810375059 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 8.36450810375059 0 0 0 0 8.36450810375059 0 0 "Sfem" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I0" "Cnon"
"549153" 1 0 196 40 0 2.56494935746154 13.3250527612161 0 0 0 0 1 9842 2.56494935746154 2.63905732961526 3.68887945411394 0 0 1 11.0913614622723 5 2 12.9188459672253 2 11.4598516390083 28 0 13.4365958478891 11.0989542825681 0 "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M1" "T2" "D0" "B2" "J0" "I2" "Cnon"
"550997" 1 0 171 45 0.693147180559945 2.19722457733622 5.85793315448346 3.13549421592915 9.9219166880045 9.9219166880045 0 1 5852 2.19722457733622 2.63905732961526 2.30258509299405 0 0 0 0 1 0 0 1 5.85793315448346 2 0 8.03073492409854 0 0 "Shom" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q1" "O1" "M1" "T1" "D0" "B0" "J0" "I0" "Cnon"
"552000" 0 1 158 41 0.693147180559945 3.2188758248682 12.3275997744248 0 0 0 0 1 38854 2.484906649788 2.70805020110221 3.29583686600433 0 0 1 10.8995871185837 5 2 11.9244985480293 2 11.2126443569419 4 0 12.6162366962948 11.0159698727231 0 "Sfem" "Fseu" "Pemp" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R1" "Q2" "O1" "M2" "T2" "D1" "B1" "J0" "I2" "Cnon"
"552783" 1 0 148 39 1.38629436111989 2.63905732961526 11.7674358917139 0 0 0 0 1 9123 2.63905732961526 2.63905732961526 4.23410650459726 0 0 0 0 2 1 11.4564291848126 1 10.4480477140317 7 0 11.8862460975296 0 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q2" "O2" "M1" "T2" "D0" "B2" "J0" "I2" "Cnon"
"552995" 0 0 145 36 0.693147180559945 3.2188758248682 10.0900501035873 2.83321334405622 12.6866792391521 0 0 1 34208 3.2188758248682 2.63905732961526 4.20469261939097 0 12.6866792391521 0 0 2 0 0 2 10.0900501035873 30 0 10.8206379148222 0 0 "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A0" "R1" "Q2" "O1" "M2" "T1" "D0" "B2" "J0" "I1" "Cnon"
"554191" 1 0 304 32 0 2.30258509299405 10.9720700947525 3.49650756146648 12.934690729023 0 0 2 2501 2.30258509299405 2.63905732961526 3.3322045101752 0 12.934690729023 0 0 3 1 10.1207739843659 2 10.415472504022 10 0 11.2101838987587 0 0.693147180559945 "Shom" "Fcou" "Pemp" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A0" "R2" "Q1" "O0" "M1" "T2" "D0" "B1" "J1" "I2" "Cnon"
"554430" 0 0 138 30 1.09861228866811 0.693147180559945 10.2354137573094 4.35670882668959 0 0 0 1 385 0.693147180559945 3.63758615972639 1.38629436111989 0 0 1 10.7675160997475 1 1 10.2354137573094 0 0 0 1 11.2388701254331 10.7675160997475 3.17805383034795 "Shom" "Fseu" "Psan" "K0" "V1" "U1" "X1" "Y0" "R0" "N1" "E1" "G0" "F0" "L0" "H1" "A0" "R1" "Q0" "O2" "M0" "T1" "D2" "B0" "J2" "I2" "Cnon"
"554916" 0 1 144 24 0.693147180559945 2.484906649788 6.10031895202006 3.63758615972639 12.09971719064 0 0 1 10132 2.484906649788 2.70805020110221 2.19722457733622 8.92279162396964 12.09971719064 0 0 2 0 0 2 6.10031895202006 0 1 8.24275634571448 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U2" "X0" "Y2" "R0" "N1" "E1" "G1" "F1" "L1" "H0" "A0" "R1" "Q2" "O1" "M1" "T1" "D1" "B0" "J0" "I0" "Cnon"
"555686" 1 1 118 45 1.6094379124341 2.30258509299405 7.38274644973891 0 0 0 0 1 -1012 2.19722457733622 2.70805020110221 3.76120011569356 9.62251624577579 0 0 0 1 0 0 1 7.38274644973891 0 1 7.74153358928183 0 4.29045944114839 "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A1" "R1" "Q0" "O2" "M1" "T1" "D1" "B2" "J2" "I0" "Cnon"
"556070" 0 0 111 27 0 2.77258872223978 11.405774458451 0 0 0 0 1 46261 2.77258872223978 2.70805020110221 2.99573227355399 0 0 0 0 1 1 11.405774458451 0 0 9 1 11.9202421911085 8.53247581494739 0 "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R1" "N1" "E0" "G0" "F0" "L0" "H1" "A0" "R1" "Q2" "O0" "M1" "T2" "D1" "B1" "J0" "I2" "Cnon"
"560085" 1 1 296 47 0.693147180559945 2.56494935746154 10.0647131460353 1.79175946922805 9.72889604180408 9.72889604180408 0 1 3719 2.484906649788 2.63905732961526 3.68887945411394 0 0 1 11.2507161884915 2 1 9.8487673403359 1 8.42617379302907 16 0 11.5672905366155 11.2507161884915 0 "Sfem" "Fcou" "Pemp" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q1" "O1" "M1" "T1" "D0" "B2" "J0" "I2" "Cnon"
"560943" 1 0 279 47 1.6094379124341 3.3322045101752 6.96508034560141 1.38629436111989 9.46792399660393 9.46792399660393 0 1 6825 3.3322045101752 2.63905732961526 4.00733318523247 0 0 0 0 1 0 0 1 6.96508034560141 11 0 8.93642970360832 0 2.63905732961526 "Shom" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R2" "Q1" "O2" "M2" "T1" "D0" "B2" "J1" "I0" "Cnon"
"561871" 1 1 247 52 0 1.79175946922805 9.96636845057533 0 0 0 0 1 3888 1.79175946922805 2.63905732961526 2.70805020110221 0 0 0 0 1 0 0 1 9.96636845057533 0 1 10.18270893407 0 0 "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O0" "M0" "T1" "D0" "B1" "J0" "I1" "Cnon"
"563027" 1 1 197 62 0 2.63905732961526 11.5636946220218 0 0 0 0 1 2422 2.56494935746154 2.63905732961526 3.8286413964891 0 0 1 10.6047269029934 4 2 11.1145948457627 2 10.5470505037403 7 0 11.9537834566102 10.7317991665832 1.94591014905531 "Sfem" "Fcou" "Pouv" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O0" "M1" "T2" "D0" "B2" "J1" "I2" "Cnon"
"563822" 0 0 171 32 0.693147180559945 0.693147180559945 11.2219847555902 0 0 0 0 1 2598 0.693147180559945 2.70805020110221 2.30258509299405 0 0 0 0 3 1 10.4573151928467 2 10.5956092074243 1 0 11.3643442468578 9.24183903903555 0 "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R1" "Q1" "O1" "M0" "T2" "D1" "B0" "J0" "I2" "Cnon"
"563999" 0 1 154 29 0.693147180559945 3.40119738166216 12.5117137351081 0 0 0 0 1 6146 3.13549421592915 2.63905732961526 4.00733318523247 8.75888368001702 0 0 0 3 1 12.2883114016617 2 10.9033286791042 22 0 12.5307144636119 0 0 "Sfem" "Fseu" "Pemp" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q1" "O1" "M2" "T2" "D0" "B2" "J0" "I2" "Cnon"
"571022" 0 0 170 48 0 2.07944154167984 11.6768454125836 0 0 0 0 1 2731 2.07944154167984 2.63905732961526 3.40119738166216 0 0 2 11.4448179157556 3 2 11.4535787762493 1 10.0679421075017 3 0 12.2846019008199 11.4448179157556 0 "Shom" "Fseu" "Pouv" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "J0" "I2" "Cnon"
"571101" 1 1 123 30 0 2.07944154167984 5.04985600724954 4.14313472639153 12.9226555515677 0 0 1 3147 2.07944154167984 2.63905732961526 2.484906649788 0 12.9226555515677 1 9.931588982647 1 0 0 1 5.04985600724954 0 0 10.2062183231894 9.931588982647 2.39789527279837 "Sfem" "Fcou" "Psan" "K0" "V1" "U1" "X0" "Y1" "R0" "N0" "E1" "G1" "F0" "L1" "H1" "A0" "R1" "Q1" "O0" "M1" "T1" "D0" "B0" "J1" "I1" "Cnon"
"585330" 0 0 146 35 0 1.94591014905531 0 0 0 0 0 1 23845 1.94591014905531 2.70805020110221 2.56494935746154 0 0 0 0 1 1 0 0 0 1 0 10.1066324573436 0 0 "Shom" "Fseu" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O0" "M0" "T0" "D1" "B0" "J0" "I1" "Cnon"
"606091" 1 0 118 63 0 0 0 0 0 0 0 1 1559 0 3.36729582998647 0.693147180559945 0 0 0 0 0 0 0 0 0 0 0 7.37713371283395 0 0 "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "I0" "Cnon"
"643647" 0 1 197 55 0 2.63905732961526 9.60790770795721 2.484906649788 9.62145615159316 0 9.62145615159316 1 2477 2.63905732961526 2.63905732961526 3.71357206670431 9.94275634145683 0 1 8.13768818497761 2 1 9.407878894575 1 7.900636613018 0 0 10.0712875128111 8.13768818497761 3.3322045101752 "Sfem" "Fseu" "Pint" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R2" "Q1" "O0" "M1" "T1" "D0" "B2" "J2" "I1" "Cnon"
"643731" 0 1 181 22 0 0.693147180559945 5.91889385427315 0 9.33158407926155 9.33158407926155 0 1 -4173 0.693147180559945 2.83321334405622 2.07944154167984 0 0 2 10.2034069426524 3 1 0 2 5.91889385427315 0 0 11.6661013841584 11.6629132060652 4.06044301054642 "Sfem" "Fseu" "Psan" "K0" "V1" "U2" "X1" "Y2" "R0" "N0" "E0" "G1" "F0" "L0" "H1" "A0" "R2" "Q0" "O0" "M0" "T1" "D2" "B0" "J2" "I2" "Cnon"
"644401" 0 1 171 42 0.693147180559945 1.09861228866811 0 0 0 0 0 1 757 1.09861228866811 2.77258872223978 0.693147180559945 0 0 0 0 0 0 0 0 0 0 0 10.7753665210395 10.7339807159115 2.70805020110221 "Sfem" "Fseu" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R1" "Q0" "O1" "M0" "T0" "D2" "B0" "J1" "I1" "Cnon"
"644629" 1 0 163 32 0.693147180559945 2.484906649788 12.3126868749604 2.30258509299405 8.15708378502887 8.15708378502887 0 1 4545 2.484906649788 2.63905732961526 4.12713438504509 10.9331248267007 0 1 7.36897040219479 4 2 12.2943810976207 2 8.30325712085294 27 0 12.3417829126826 7.36897040219479 0 "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "A0" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "J0" "I2" "Cnon"
"645352" 0 0 140 41 0.693147180559945 1.94591014905531 0 0 0 0 0 1 12146 1.94591014905531 2.83321334405622 2.19722457733622 0 0 0 0 0 0 0 0 0 0 1 9.47523988153072 0 0 "Shom" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q2" "O1" "M0" "T0" "D2" "B0" "J0" "I1" "Cnon"
"645497" 1 0 134 45 2.77258872223978 5.07517381523383 9.19410935886576 1.09861228866811 12.5640127887666 0 11.7446401787001 1 14933 2.56494935746154 2.63905732961526 4.04305126783455 0 11.9829353441964 0 0 2 1 9.1756454021793 1 5.19849703126583 3 0 11.5100312808569 6.47543271670409 2.07944154167984 "Shom" "Fcou" "Pcad" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R1" "Q2" "O2" "M2" "T1" "D0" "B2" "J1" "I2" "Cnon"
"646185" 0 1 108 52 0 0 6.77878489768518 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6.77878489768518 0 0 "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I0" "Cnon"
"648597" 1 1 53 24 0.693147180559945 2.30258509299405 8.74623928838306 2.07944154167984 10.2321796018384 0 10.2321796018384 1 3086 2.07944154167984 2.63905732961526 3.13549421592915 0 0 0 0 2 1 0 1 8.74623928838306 11 0 10.0367501590409 0 0 "Sfem" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R0" "Q1" "O1" "M1" "T1" "D0" "B1" "J0" "I1" "Cnon"
"648881" 1 1 47 28 0 0 11.2400269091778 0 0 0 0 0 0 0 0 0 0 0 1 11.3256918638153 1 1 11.2400269091778 0 0 0 0 11.976917309597 11.3256918638153 0 "Sfem" "Fcou" "Pemp" "K0" "V1" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R0" "Q0" "O0" "M0" "T2" "D0" "B0" "J0" "I2" "Cnon"
"648916" 0 0 47 28 0 0 6.90975328164481 0 0 0 0 1 322 0 4.38202663467388 0 0 0 0 0 2 0 0 2 6.90975328164481 0 0 7.2591161280971 0 0 "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O0" "M0" "T1" "D2" "B0" "J0" "I0" "Cnon"
"648918" 1 1 277 45 0 1.94591014905531 0 0 0 0 0 1 4399 1.94591014905531 2.63905732961526 3.29583686600433 8.16080392095467 0 0 0 0 0 0 0 0 9 0 9.80067933255445 0 0 "Sfem" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R2" "Q1" "O0" "M0" "T0" "D0" "B1" "J0" "I1" "Cnon"
"649009" 1 0 45 46 0.693147180559945 1.6094379124341 0 0 0 0 0 1 5960 1.6094379124341 2.70805020110221 2.77258872223978 0 0 0 0 0 0 0 0 0 0 1 8.22977775008189 0 0 "Shom" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q1" "O1" "M0" "T0" "D1" "B1" "J0" "I0" "Cnon"
"704306" 1 0 329 51 0 2.30258509299405 0 0 0 0 0 1 11263 2.30258509299405 2.70805020110221 2.89037175789616 0 0 0 0 0 0 0 0 0 1 0 9.62317823441376 5.30330490805908 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q2" "O0" "M1" "T0" "D1" "B1" "J0" "I1" "Cnon"
"740542" 1 0 302 43 0 2.94443897916644 10.3089859934221 0 0 0 0 2 7593 2.94443897916644 2.63905732961526 4.02535169073515 9.61587214452889 0 0 0 1 0 0 1 10.3089859934221 3 0 10.7649841323231 0 0 "Shom" "Fcou" "Pouv" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R2" "Q1" "O0" "M1" "T1" "D0" "B2" "J0" "I1" "Cnon"
"742915" 0 1 291 44 0 2.39789527279837 11.0144400532888 0 0 0 0 1 11236 2.39789527279837 2.63905732961526 3.40119738166216 0 0 1 11.3852398098225 2 2 11.0144400532888 0 0 10 0 12.0174935511214 11.3852398098225 0 "Sfem" "Fseu" "Pint" "K0" "V1" "U2" "X2" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M1" "T2" "D0" "B1" "J0" "I2" "Cnon"
"744335" 1 0 213 37 0 2.94443897916644 0 0 0 0 0 1 19309 2.94443897916644 2.63905732961526 4.04305126783455 0 0 0 0 0 0 0 0 0 0 1 9.30982365046113 5.30330490805908 0 "Shom" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M1" "T0" "D0" "B2" "J0" "I1" "Cnon"
"747507" 1 1 147 48 1.09861228866811 2.30258509299405 0 3.09104245335832 9.75614696463742 0 9.75614696463742 1 2967 2.30258509299405 2.63905732961526 3.76120011569356 9.85224688834253 0 0 0 0 0 0 0 0 11 0 8.06934236681164 0 3.3322045101752 "Sfem" "Fcou" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R1" "Q1" "O2" "M1" "T0" "D0" "B2" "J2" "I0" "Cnon"
"749013" 0 1 111 42 0 2.30258509299405 11.1382465608776 0 0 0 0 1 6713 2.30258509299405 2.70805020110221 2.07944154167984 8.16080392095467 0 0 0 3 1 11.1012058380742 2 7.82444593087762 0 1 11.1859757449304 0 0 "Sfem" "Fseu" "Pemp" "K0" "V0" "U2" "X1" "Y2" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A1" "R1" "Q1" "O0" "M1" "T2" "D1" "B0" "J0" "I2" "Cnon"
"749286" 1 1 106 27 0 1.79175946922805 11.1655500036367 0 0 0 0 1 13050 1.79175946922805 2.77258872223978 1.94591014905531 0 0 0 0 1 0 0 0 0 0 0 11.3587364510749 0 0 "Sfem" "Fcou" "Psan" "K0" "V0" "U1" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O0" "M0" "T2" "D2" "B0" "J0" "I2" "Cnon"
"749805" 1 1 256 58 0 0 11.5209134756924 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 11.1230482322037 1 10.4069561798485 0 0 11.8163799956622 10.45311072301 0 "Sfem" "Fcou" "Psan" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "J0" "I2" "Cnon"
"750701" 0 0 201 36 1.09861228866811 3.78418963391826 0 0 0 0 0 1 15665 3.78418963391826 2.70805020110221 3.40119738166216 0 0 0 0 1 1 0 0 0 7 0 10.8983861169889 5.30330490805908 2.63905732961526 "Shom" "Fseu" "Pouv" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R2" "Q2" "O2" "M2" "T0" "D1" "B1" "J1" "I1" "Cnon"
"750976" 1 0 255 35 0 2.30258509299405 4.61512051684126 0 0 0 0 1 6969 2.30258509299405 2.63905732961526 3.25809653802148 0 0 0 0 1 0 0 1 4.61512051684126 10 0 8.45019832259196 0 1.94591014905531 "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R2" "Q1" "O0" "M1" "T0" "D0" "B1" "J1" "I0" "Cnon"
"790616" 1 0 74 35 0.693147180559945 1.79175946922805 0 0 0 0 0 1 5586 1.79175946922805 2.63905732961526 3.09104245335832 0 0 0 0 0 0 0 0 0 4 0 8.00436556497957 0 0 "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O1" "M0" "T0" "D0" "B1" "J0" "I0" "Cnon"
